show;number;title;duration;date;year;month;weekday;host;guest;category;topic;summary;network
A Legitimate Salvage;26;"""The One-Eyed Man""";00:44:32;2020-04-15;2020;April;Tuesday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 4, Episode 8;We’re back after a long absence and set for the home stretch for Season 4. In an episode recorded just as New York’s governor announced a stay-at-home order due to COVID-19, your loyal podcasters reflected on just how CATHARTIC it was to see the disasters on Ilus and in orbit solved with SCIENCE and HOPE. Also: there was a hell of a lot of plot in this episode!;The Incomparable
A Legitimate Salvage;25;"""A Shot in the Dark""";00:35:48;2020-03-19;2020;March;Wednesday;"Kayti Burt;Warren Frey;Jen Burt";NA;NA;Season 4, Episode 7;How would you rather die on Ilus: green microbes to the eyeballs or green murder slugs falling from the sky? (Sorry, we only have options in green.) Jen, Kayti, and Warren also discuss the elegance of Chrisjen’s loungewear, Murtry’s wolf-in-sheep’s-clothing act, and whether or not we can relate to Okoye’s The Investigator Envy (also green). Oh, and Amos might just be Jen’s favorite TV character OF ALL TIME.;The Incomparable
A Legitimate Salvage;24;"""Displacement""";00:31:56;2020-03-03;2020;March;Monday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 4, Episode 6;Maybe recording an episode at a Doctor Who convention made it inevitable: there are SO many accidental parallels drawn between British TV and The Expanse! Kayti reveals the secret connection between Ilus and Narnia. Chip reveals the secret connection between Holden and Harry Potter. Warren and Kayti GO TO A DARK PLACE when it comes to a Tiny Tim character and the tsunami. Kayti pitches a new Call the Midwife series. Also: Has the protomolecule’s mastery over the laws of physics leaped into self-parody? ;The Incomparable
A Legitimate Salvage;23;"""Oppressor""";00:41:49;2020-02-11;2020;February;Monday;"Jen Burt;Warren Frey";NA;NA;Season 4, Episode 5;We discuss Holden’s terrible mediation skills, Avasarala’s equally bad campaigning skills, and Alex’s audition for an episode of Space ER. And, left to their own devices, Warren and Jen question how does universal basic income work in this show?;The Incomparable
A Legitimate Salvage;22;"""Retrograde""";00:32:16;2020-01-24;2020;January;Thursday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 4, Episode 4;This “beginning an episode in the aftermath of a Murtry killing” thing seems to be recurring, no? We establish D&D alignments for a few of our characters (some of us are sorrier than others), explore the limits of OPA governance, and see just how much mileage Shohreh Aghdashloo can get out of a bare few minutes of blistering cussing.;The Incomparable
A Legitimate Salvage;21;"""Subduction""";00:27:13;2020-01-19;2020;January;Saturday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 4, Episode 3;A tabletop showdown “from one killer to another,” followed by one of those killers leaning into the title. Holden reverting to form in dealing with the Protomolecule: “Blow it up real good.” Electoral troubles on Earth. Messing with Aunt Bobbie when messing with Aunt Bobbie is STRICTLY PROHIBITED by the A Legitimate Salvage Bobbie Draper Appreciation Society. There’s not a lot of idealism to be found in the third episode of Season 4!;The Incomparable
A Legitimate Salvage;20;"""Jetsam""";00:45:26;2020-01-03;2020;January;Thursday;"Jen Burt;Kayti Burt;Chip Sudderth";NA;NA;Season 4, Episode 2;We call this meeting of the Bobbie Draper Appreciation Society to order (club motto: “Don’t Mess With Aunt Bobbie”), compare Earth and Mars to Athens and Sparta, question whether Naomi’s operating on stoicism or denial, and debate the Second Coming of Diogo.;The Incomparable
A Legitimate Salvage;19;"""New Terra""";00:40:27;2019-12-23;2019;December;Sunday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 4, Episode 1;We’re starting our walk through Season 4! Which Expanse characters sound like they ought to be an R&B duo, and does that mean it’s time for a BUFFY-like musical episode? We talk about what a difference it makes to spend so much time on not one, not two, but three planets in a single episode, and so little on spaceships. Also on the docket: the dangerous animal magnetism of Burn Gorman, Steven Strait’s plus-10 modifiers to smiling, a couch-surfing former gunnery sergeant, and a couple of bold predictions from the podcasters who have only seen the first episode of the season…;The Incomparable
A Legitimate Salvage;18;"""Congregation"" and ""Abaddon's Gate""";00:51:42;2019-12-09;2019;December;Sunday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 3, Episodes 12-13;We made it! Just in time for Season 4! The whole band is together to evaluate the season finale and look back on the last three seasons. FUN FACT: Diogo Harari embodies the ethos and consequences of The Expanse’s universe. FUN FACT: It all comes down to screwing in a light bulb backwards. FUN FACT: We still can’t hate Ashford. FUN FACT: A Legitimate Salvage will continue through Season 4 (with weekly recaps because we can’t record 13 episodes in one day). Be seeing you!;The Incomparable
A Legitimate Salvage;17;"""Dandelion Sky"" and ""Fallen World""";00:47:47;2019-12-02;2019;December;Sunday;"Chip Sudderth;Jen Burt;Kayti Burt";NA;NA;Season 3, Episodes 10-11;Fair warning here: We’re going to talk a LOT about Melba Koh on this one, because even when Clarissa Explains It Allâ„¢ she is still the most opaque, SIMPLE character in all of The Expanse. On more positive notes, we talk about the easiest work week Steven Strait ever had, what happens when you trap two great antagonists in a room with farming equipment, the place of Kubrickian psychedelia in our formerly grounded SF drama, and the lesson Anna Volovodov learned.;The Incomparable
A Legitimate Salvage;16;"""It Reaches Out"" and ""Intransigence""";00:51:38;2019-11-26;2019;November;Monday;"Kayti Burt;Jen Burt;Warren Frey";NA;NA;Season 3, Episodes 8-9;Thirty-five protomolecule scans don’t lie: Holden doesn’t have an infection, he has a Miller! We watch an increasingly coherent Thomas Jane-shaped holographic projection get into an increasingly edgy Holden’s head. Meanwhile, Melba’s feeling really conflicted about being a vengeful murderer (poor thing) and ships are starting to pour (very slowly) into the Ring. Listen, enjoy, and feel sorry for Kayti and Jen as Warren makes it his personal mission to work Canadian Content into every part of the conversation.;The Incomparable
A Legitimate Salvage;15;"""Immolation"" and ""Delta-V""";01:00:49;2019-11-18;2019;November;Sunday;"Jen Burt;Chip Sudderth;Kayti Burt";NA;NA;Season 3, Episodes 6-7;The return of a particularly glorious hat. A slingshot racer’s need for a broader social circle. The end of one chapter (and also of a whole lot of mustache-twirlers), but also the beginning of a seriously bonkers new era for THE EXPANSE—one that blessedly avoided being cut short when Amazon stepped in.;The Incomparable
A Legitimate Salvage;14;"""Reload"" and ""Triple Point""";00:49:46;2019-11-12;2019;November;Monday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 3, Episodes 4-5;Submitted for your approval: Redefining “We.” Determining who the “real” enemy is. Space Con on the Rocinante. The Mustache-twirlers of the Cosmos. Just WHO would make DR.  STRICKLAND their commercial spokesmodel? And where’s that Prax-watching-FRIENDS crossover fanvid Kayti’s been looking for? ;The Incomparable
A Legitimate Salvage;13;"""IFF"" and ""Assured Destruction""";00:48:53;2019-11-04;2019;November;Monday;"Jen Burt;Kayti Burt;Warren Frey";NA;NA;Season 3, Episodes 2-3;As the war between Earth and Mars intensifies, we ask what kind of leader is Secretary General Gillis, and do we need air quotes around “leader”?  Who would win in a fight, Amos or Bobbie? Does ANYONE win when Chrisjen and Naomi face off? (The viewer!);The Incomparable
A Legitimate Salvage;12;"""Caliban's War"" and ""Fight or Flight""";00:52:57;2019-10-28;2019;October;Sunday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 2, Episode 13 and Season 3, Episode 1;Our intrepid podcasters generate a truly ludicrous number of multi-camera sitcom Expanse spinoffs, and the Arboghast mirrors reality as brief encounters with Adam Savage are related in both. Plus, oh yeah, we’re only talking about the Season 2 finale AND the Season 3 premiere. Pound for pound, you won’t find a better value in Expanse rewatch podcast episodes this week.;The Incomparable
A Legitimate Salvage;11;"""Here There Be Dragons"" and ""The Monster and the Rocket""";00:56:15;2019-10-23;2019;October;Tuesday;"Kayti Burt;Chip Sudderth;Jen Burt";NA;NA;Season 2, Episodes 11-12;Bobbie seeks political asylum on Earth and joins up with Chrisjen and Cotyar. We could watch a whole show of these three eating finger sandwiches and swearing. Naomi attempts to save as many people as possible from a dying Ganymede while James “Ahab” Holden hunts the Protomolecule Man. And Kayti Burt asks the REALLY pressing question: “Who cares about the Arboghast, anyway?”;The Incomparable
A Legitimate Salvage;10;"""The Weeping Somnambulist"" and ""Cascade""";01:07:31;2019-10-15;2019;October;Monday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 2, Episodes 9-10;Listen. It’s hard enough to SAY “somnambulist.” But then you have to TYPE it. REPEATEDLY.Oh, and Gunny sees the ocean.;The Incomparable
A Legitimate Salvage;9;"""The Seventh Man"" and ""Pyre""";00:45:58;2019-10-07;2019;October;Sunday;"Jen Burt;Chip Sudderth";NA;NA;Season 2, Episodes 7-8;The whole system seems on the verge of chaos, but no one knows which way it will fall. We meet Prax, get annoyed by Diogo again, see Naomi and James use the “L” word while at least ONE of them promises “no more secrets,” and we get a crash course in Belter politics delivered by the formidible Anderson Dawes. Oh, yeah, and we find out that Alex’s superpower is pissing off people who have Seen Some Stuff.;The Incomparable
A Legitimate Salvage;8;"""Home"" and ""Paradigm Shift""";01:00:39;2019-10-01;2019;October;Tuesday;"Jen Burt;Kayti Burt;Warren Frey";NA;NA;Season 2, Episodes 5-6;Midway through Season 2, The Expanse finally makes it through all of the events featured in Book #1, Leviathan Wakes. We can’t imagine not having had Chrisjen around this whole time, so: good job, show! Not so sure about that Epstein vignette, though. Or the scene that ties up Miller and Julie’s storylines. What can we say? Our podcast contains multitudes.;The Incomparable
A Legitimate Salvage;7;"""Static"" and ""Godspeed""";00:54:47;2019-09-23;2019;September;Sunday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 2, Episodes 3-4;Miller faces the consequences for summarily executing the protomolecule scientist—by convincing Fred Johnson to hijack the Mormons’ generation ship to destroy Eros. Miller has a definitely interesting career arc these days. Meanwhile, Holden emotes a lot, Amos’s lack of emoting pays off huge dividends, and everyone finds out in the end that you just Can’t Stop the Rock, with apologies to Apollo 440.;The Incomparable
A Legitimate Salvage;6;"""Safe"" and ""Doors and Corners""";01:00:10;2019-09-18;2019;September;Tuesday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;NA;Season two begins with new cast members, new relationships, near-murder, murder-murder, spycraft, subterfuge, and Diogo. Again.;The Incomparable
A Legitimate Salvage;5;"""Critical Mass"" and ""Leviathan Wakes""";01:09:43;2019-09-08;2019;September;Sunday;"Jen Burt;Kayti Burt;Chip Sudderth";NA;NA;Season 1, Episodes 9-10;The first season is already over! We have a name for our pain, and that name is “protomolecule”—as The Expanse takes a turn from conspiracy thriller to straight-on horror. Meanwhile, the nature of the conspiracy—or at least the players behind it—is laid bare, and Holden and Miller become buddy cops, except that they’re neither buddies nor cops, but they are irradiated, so…twinsies?;The Incomparable
A Legitimate Salvage;4;"""Windmills"" and ""Salvage""";01:09:10;2019-09-02;2019;September;Sunday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 1, Episodes 7-8;"Many Meetings! Plotlines and characters converge! Holden tries on a “tough guy” demeanor; it doesn’t fit too well. Amos and Joe Just Are. Chrisjen Avasarala encounters Elise Holden and it’s anything but your traditional Mommy Meetup—but Chrisjen knows how to rock a cape, so it’s all good. And did we mention plotlines and characters converge? The tone for the next two years of The Expanse is set…right…here.";The Incomparable
A Legitimate Salvage;3;"""Back to the Butcher"" and ""Rock Bottom""";00:51:56;2019-08-26;2019;August;Sunday;"Jen Burt;Kayti Burt;Chip Sudderth";NA;NA;Season 1, Episodes 5-6;Backstory, backstory, backstory! The conspiracy becomes more evident—at least to Joe Miller. Pity he’s kind of a jerk! What kind of housewarming gifts do you give to the new owners of a Martian corvette? Naming rights? MORE COFFEE?;The Incomparable
A Legitimate Salvage;2;"""Remember the Cant"" and ""CQB""";01:06:08;2019-08-19;2019;August;Sunday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 1, Episodes 3-4;DEBATE: Which of our detectives on Ceres is becoming an interesting character, and does that mean decreased job security and/or lifespan? Is James Holden becoming James Holden, or is he just Forrest Gump? We get to know what increasingly resembles a core group of characters, and a Legitimate Salvage is properly salvaged.;The Incomparable
A Legitimate Salvage;1;"""Dulcinea"" and ""The Big Empty""";00:57:37;2019-08-12;2019;August;Monday;"Chip Sudderth;Warren Frey;Kayti Burt;Jen Burt";NA;NA;Season 1, Episodes 1-2;Our three-season rewatch of THE EXPANSE begins! Do our lead characters resemble the characters they will become three years from now? Who should be the captain anyway? How do we feel about Detective Joe Miller? What about Amos’s get-to-know-me conversational acumen? Have a listen and enjoy—but jump off at the spoiler break at 39:30 if you’re watching for the first time!;The Incomparable
A Legitimate Salvage;0;Coming Soon: A Legitimate Salvage;00:01:10;2019-08-11;2019;August;Saturday;Chip Sudderth;NA;NA;Teaser trailer for The Incomparable’s new THE EXPANSE podcast;Coming soon to The Incomparable Network, four Doctor Who nerds embark on a tour of Mars, the Belt, and Earth for a rewatch of their second favorite thing in the universe(*), The Expanse. Each podcast will cover two episodes of The Expanse all the way up to the season four debut in December.(*) The Expanse may not in fact be their collective second favorite thing in the universe but hey look, now we sneaked in a Babylon 5 reference as well.;The Incomparable
Afoot;2.3;The Chef's Kiss;00:52:42;2022-02-25;2022;February;Thursday;David J. Loehr;W. M. Akers;NA;Just one more episode, sir…;There’s something fishy about the murder in this episode. Novelist W. M. Akers joins us to talk about Murder Under Glass, an episode from the final season of the original NBC run of Columbo featuring Louis Jourdan as a food critic and, of course, a murderer. It is maybe not the most perfect episode, but well worth a visit for the variations on the formula—people are actually happy to see the good Lieutenant for once, and he gets to show off some serious culinary skills.We also get to talking about Will’s own mystery novels. Somehow, we wind up talking about Mack Bolan, the Executioner, of all things. And role playing games. And baseball. Oh, and there’s a little touch of film noir right at the start…;The Incomparable
Afoot;2.2;70 is the New 40;01:17:29;2021-11-11;2021;November;Wednesday;David J. Loehr;"Annette Wierstra;Antony Johnston;Kelly Guimont";NA;Only Podcasters in the Podcast;As podcasters and fans of podcasts—as well as good murder mysteries—we’ve convened a panel to talk about Only Murders in the Building, the new Hulu series starring Steve Martin, Martin Short, and Selena Gomez, created by Steve Martin and John Hoffman. Yes, there are spoilers, so go watch the series first, trust us. Then come back and listen to us talk about murders, cats, sex toys, animations, El Paso, generation gaps, and dips. As you do. And remember, he’s 76 years old! That takes the slapstick in a whole new direction. ;The Incomparable
Afoot;2.1;What Happened to the Other Guy?;00:40:00;2021-04-02;2021;April;Thursday;David J. Loehr;"Jean MacDonald;James Dempsey";NA;Lt. Columbo, but not that one…;Yes, it’s April 1, but this isn’t a joke, Afoot is back from the grave as it were.And that question doesn’t refer to Glenn—or does it?—but to Lt. Columbo, one of the rare television characters to become as iconic as Holmes, Poirot, Miss Marple, et al, and almost instantly from his first appearance. Or, well, Peter Falk’s first appearance. Because he wasn’t the first actor to portray the good lieutenant…The UCLA Film and TV Archive presented a special stream of an episode of The Chevy Mystery Show, a 13 episode summer replacement series from 1960. The title? Enough Rope, written by Richard Levinson and William Link, originally aired July 31, 1960. It is the story they would later expand into a stage play, then a tv movie titled Prescription: Murder. The rest is mystery. History. One of those.;The Incomparable
Afoot;13;Mysteries We Dropped;01:04:00;2018-01-28;2018;January;Sunday;Glenn Fleishman;"James Callan;Katie Lane;David J. Loehr;Shannon Sudderth";NA;Mystery series we initially enjoyed and then gave up on;We’ve all started reading down mystery series or authors, and then hit a point where we said, “nah, I’m good.” In this episode, we talk about what we gave up on and why, and some we loved all throughout. This comes from a place of love: we enjoyed early installments enough that we kept reading, but something eventually got lost for us. In fact, we often recommend the first few or even several novels, and tell you when the best point to stop is —Â the subtitle of this episode is “exactly when to stop reading.”An important note: this episode was accidentally recorded with macabre timing. The first author we discuss on this show, Sue Grafton, passed away while we were recording the episode — that same evening. We obviously didn’t know while recording, and found out the next morning. Thus, we speak about her as a current writer. We’ve edited the episode to remove some discussion about the planned final novel in her series, Z, which her family says wasn’t written and which they won’t hire someone else to write.Some Afoot news: we haven’t been able to get enough panelists together for regular tapings, so we’re going on hiatus. We will produce episodes occasionally in the future.;The Incomparable
Afoot;12;Forget It, Fake, It's Chinatown;01:14:47;2017-03-30;2017;March;Wednesday;Glenn Fleishman;"David J. Loehr;Erika Ensign;John McCoy;Suzi Steffen";NA;Murder By Death and The Cheap Detective;Forty years ago, Neil Simon wrote a pair of parodies in the mystery vein: the 1976 film Murder By Death, which sent up the great movie detectives, and The Cheap Detective in 1978, which took on hard-boiled Bogart characters, like Sam Spade. The two films have a lot in common, including Robert Moore as director, Peter Falk as the Bogie analog, and Madeline Kahn in a wonderful supporting role in each. But the Afoot panel prefers one to the other. Which one? You’ll have to listen to find out.We have spoiler-free parts of this podcast for each film, so if you just want our overview without any giveaways — hey, they’re parodies, but they’re still mysteries —Â use the chapter markers in your podcast app or these timestamps:;The Incomparable
Afoot;11;When You Come to a Falk in the Road, Take It;01:24:04;2017-03-11;2017;March;Friday;David J. Loehr;"James Callan;Jean MacDonald";NA;Columbo;The original rumpled detective, Columbo, broke the mold of the urbane cogitator or hardboiled world-weary dick who merely needed to assemble all the clues — and keep from being killed. Nearly every episode of the long-running TV character (across two series and 69 episodes) showed viewers the murder at its start. Columbo, a police detective, is brought in on the case, and we see the killer becoming increasingly agitated as he relentlessly circles his prey. We talk about episodes and actors, and why Falk created an enduring character.;The Incomparable
Afoot;10;Phryne with a Fringe on Top;01:12:59;2017-02-10;2017;February;Thursday;Glenn Fleishman;"Jean MacDonald;Katie Lane;Shannon Sudderth;Suzi Steffen";NA;Phryne Fisher Murder Mysteries;"She’s smoothly sensual, a sharp dresser, and has a wicked uppercut. We travel to the Antipodes to visit with Phryne Fisher, the protagonist of a series of 20 murder mystery books and three seasons of an adaptation to television. We like the cut of her jib and the stab of her knife. If you’d like to prep before listening, we read three of the books: Cocaine Blues, our introduction to the cast, which grows and grows; Murder in Montparnasse, which fleshes out her backstory; and Murder in the Dark, which takes place on a rambly country estate and features a sex cult. We fire off the spoiler horn after our initial background discussion. ";The Incomparable
Afoot;9;Bugs Meany Was Framed;01:15:17;2016-12-13;2016;December;Monday;Glenn Fleishman;"James Callan;Erika Ensign;David J. Loehr;Shannon Sudderth";NA;Kidsâ€™ mysteries;We talk about mysteries written for kids, which are often good reads for adults! Among panelists, we count six children at home and all of us remain kids at heart. The episode also features special guest Rex Fleishman for a brief discussion of a series he loves. We have dozens and recommendations, and have tried to list most in the show notes.;The Incomparable
Afoot;8;And We Would Have Recorded Away with It, Too;00:47:29;2016-10-30;2016;October;Sunday;Glenn Fleishman;"David J. Loehr;Shannon Sudderth";NA;Scooby-Doo;What’s more appropriate for Halloween than Scooby-Doo? Join Afoot as we recount the nearly 50-year history of the show, talk about our favorite and least-favorite eras, praise voice actors, and dissect the problem with the show switching from old men in rubber masks to real ghosts, zombies, and monsters.;The Incomparable
Afoot;7;When a Man's Partner Is Killed (Several Times);01:36:48;2016-09-26;2016;September;Sunday;Glenn Fleishman;"Brock Winstead;Dylan Meconis;James Callan";NA;Maltese Falcon;The Maltese Falcon is one of the noir books that defined the genre. But the first try at making this spare, grim book about a fancy bird into a novel didn’t take. Nor did the second. The third is the one we all recall, with Humphrey Bogart and Mary Astor. And even it’s a bit weird. In this episode, we bring in ringers Dylan Meconis, whose grew up with a Bogart shrine in her home, and Brock Winstead, a Falcon fan.;The Incomparable
Afoot;6;Veronica Mars: Season 1;01:18:41;2016-05-14;2016;May;Friday;Glenn Fleishman;"Erika Ensign;James Callan;Jenni Leder;Katie Lane";NA;marshmallows in an iron glove;Veronica Mars is the greatest detective series that many people watched, but clearly not enough! A determined, hard-nosed teenager, Veronica had absolutely no concern about invading the privacy of others in her pursuit of solving a case her father is working on, troubles her classmates brought to her, or getting to the bottom of the season’s overall arc—the murder of her best friend. It’s time to revisit the first season of the show 12 years after it debuted, and a bunch of great fans of the show and one newcomer, the host, talk episodes, characters, themes, and comparisons to other programs. We start off without disclosing anything, then blow the spoiler horn at 13 minutes, 20 seconds into the episode.;The Incomparable
Afoot;5;Heaping Helping of Holmes, Part 2;00:40:01;2016-02-23;2016;February;Tuesday;Glenn Fleishman;"David J. Loehr;Monty Ashley;Shannon Sudderth";NA;Sherlock adaptations;Sherlock Holmes is the most portrayed, parodied, adapted, and extended detective in the history of the genre. In this episode (part 2 of 2), Afoot panelists discuss more of their favorite Holmes' depictions and extensions. This time: Failed TV pilots that use Holmes or Holmes-like characters, the movie Young Sherlock Holmes, House, M.D., Robert Downey, Jr's portrayal in movies, the movie of The Seven-Percent Solution, and the Mary Russell series by Laurie R. King.;The Incomparable
Afoot;4;Heaping Helping of Holmes, Part 1;00:41:51;2016-01-31;2016;January;Sunday;Glenn Fleishman;"David J. Loehr;Monty Ashley;Shannon Sudderth";NA;Sherlock Holmes;Sherlock Holmes is the most portrayed, parodied, adapted, and extended detective in the history of the genre. In this episode (part 1 of 2), Afoot panelists discuss their favorite Holmes’ depictions and extensions. This time: Jeremy Brett, Sherlock (BBC), an episode of Magnum, P.I., the movie They Might Be Giants, Elementary (US TV), and The Great Mouse Detective.;The Incomparable
Afoot;3;Radio Mystery Shows;00:59:03;2015-12-30;2015;December;Wednesday;Glenn Fleishman;"Monty Ashley;David J. Loehr";NA;Old-time scripted radio mystery programs;From nearly the dawn of broadcast radio came scripted shows, and the biggest genre outside of soap operas were radio mysteries. Remarkably, these not only thrived across dozens and dozens of shows during radio’s heyday, but for decades beyond, into the 1980s. And podcasting has offered some new life, from Thrilling Adventure Hour to…The Incomparable Radio Theater. We discuss our favorite shows, some great episodes, how we grew up with radio mysteries, and where to find them, old and new.;The Incomparable
Afoot;2;Make Mine Marple!;01:00:14;2015-12-02;2015;December;Wednesday;Glenn Fleishman;"James Callan;Katie Lane;Jean MacDonald;Shannon Sudderth";NA;Female mystery authors and protagonists;Miss Marple may have been a pioneer crime-tape crosser, but there are oodles of women writing detective fiction and starring in it. In this episode, we talk about our faves, what a woman detective brings to the picture (Miss Fisher!), and introduce folks to perhaps some lesser-known treasures.;The Incomparable
Afoot;1;Good Eve-a-Ning;00:48:17;2015-10-31;2015;October;Friday;Glenn Fleishman;"Erika Ensign;David J. Loehr;Shannon Sudderth;Jean MacDonald;James Callan";NA;Introducing Afoot!;Welcome to the latest member of The Incomparable family of podcasts: Afoot, the mystery podcast! What makes a mystery a mystery? It’s a genre with a puzzle at the middle, but which takes many forms across all media. Many mystery elements have also percolated out into mainstream fiction and media.This show will be “genre for people who aren’t genre snobs,” where we will talk books, comic books, television, movies, audio plays, theatre, and more, and stretch boundaries while staying true to the form. We may even play mystery games. We’ll have a number of book-club episodes, too, and announce choices ahead of time so listeners can weigh in or read along.In this inaugural episode, your host and several panelists describe what sucked them into reading and watching mysteries, and their favorites, and we all discuss what salient factors turn a story into a mystery. Follow us on Twitter at @afootcast!;The Incomparable
Batman University;19;"""Gotham""";00:54:57;2019-01-02;2019;January;Tuesday;Tony Sindelar;"James Thomson;Nathan Alderman";NA;“Gotham”;Batman University is back in session! James Thomson and Nathan Alderman join Tony for a discussion of Fox’s “Gotham.” Tune in to hear our thoughts on how a half-baked comic book show was reborn into an unmissable train wreck.;The Incomparable
Batman University;18;"""The Lego Batman Movie""";00:55:33;2018-08-05;2018;August;Saturday;Tony Sindelar;"Aleen Simms;Nathan Alderman;Lisa Schmeiser";NA;“The Lego Batman Movie”;Batman University is back for a panel discussion of the Lego Batman Movie. We pull apart why this movie is such a great (and important!)  depiction of Batman and do an impromptu draft of a our favorite Lego Batman moments.;The Incomparable
Batman University;17;"""Mask of the Phantasm""";01:34:17;2017-09-13;2017;September;Tuesday;Tony Sindelar;"Chip Sudderth;David J. Loehr;Dan Moren;Philip Mozolak";NA;“Mask of the Phantasm”;"It’s final exam week here at Batman University, which means it’s time to expand our podcast to an entire panel for a discussion of the animated movie “Mask of the Phantasm.”
Tony is joined by Chip Sudderth, Dan Moren, David Loehr, and Philip Mozolak.We attempt to remember back to what life was like in 1993, someone compares Tony to Harvey Bullock, and we determine how this movies stacks up against the other Batman animated movies.Many classic “Batman: The Animated Series” episodes are referenced. Links in the show notes.";The Incomparable
Batman University;16;"""Beware the Grey Ghost"" with Glenn Fleishman";00:58:23;2017-09-05;2017;September;Tuesday;Tony Sindelar;Glenn Fleishman;NA;“Beware the Grey Ghost”;Glenn Fleishman joins Tony to discuss the classic Batman the Animated Series episode “Beware the Grey Ghost.” We discuss childhood experiences with Batman and comics stores, the obsolete technology available in Batman the Animated Series, and of course we have to talk a bit bout Star Trek.We also acknowledge a lot of references.;The Incomparable
Batman University;15;"""The Man Who Killed Batman"" with Aleen Simms";00:42:24;2017-08-29;2017;August;Tuesday;Tony Sindelar;Aleen Simms;NA;“The Man Who Killed Batman” with Aleen Simms;Aleen Simms joins Tony to discuss the classic Batman the Animated Series episode “The Man Who Killed Batman.” We discuss Gotham career opportunities, Batman without Batman, and where to get a cape and cowl on short notice, and just how bad is the bureaucracy in Gotham?;The Incomparable
Batman University;14;"""Rebirth"" with George Peckham-Rooney";00:46:01;2017-08-22;2017;August;Tuesday;Tony Sindelar;George Peckham-Rooney;NA;“Rebirth” with George Peckham-Rooney;George Peckham-Rooney joins Tony to discuss the Batman Beyond pilot and two parter “Rebirth.” We discuss the Batman Beyond series in general, origin stories, and pilots.;The Incomparable
Batman University;13;"""Knight Time"" with Joe Rosensteel";00:40:36;2017-08-15;2017;August;Tuesday;Tony Sindelar;Joe Rosensteel;NA; “Knight Time” with Joe Rosensteel;Joe Rosensteel joins Tony discuss the Superman Animated Series episode “Knight Time,” the visual redesign of DC animated characters, super villain group dynamics, and villain reveals that may or may not be surprising.;The Incomparable
Batman University;12;"""Mystery of the Batwoman"" with Sam Einhorn";00:53:25;2017-08-08;2017;August;Tuesday;Tony Sindelar;Sam Einhorn;NA;“Mystery of the Batwoman” with Sam Einhorn;Sam Einhorn joins Tony to discuss the animated movie “Mystery of the Batwoman,” the history of Batwoman, LGBT characters in comics, and Bruce Wayne’s dating life.;The Incomparable
Batman University;11;"""World's Finest"" with Dan Moren";00:58:45;2017-08-01;2017;August;Tuesday;Tony Sindelar;Dan Moren;NA; “World’s Finest” (Superman);Dan Moren joins Tony to discuss the Superman three parter “World’s Finest,” the Batman-Superman relationship, and Batman’s role as a team player.;The Incomparable
Batman University;10;"""The Color of Revenge"" with Jason Snell";00:36:31;2017-07-25;2017;July;Tuesday;Tony Sindelar;Jason Snell;NA;“The Color of Revenge” (Batman: The Brave and the Bold);Jason Snell joins Tony to discuss Batman The Brave and The Bold episode “The Color of Revenge,” why we like this version of Batman, and the challenges of being Robin.;The Incomparable
Batman University;9;"""Wild Cards"" and ""Epilogue"" with Lisa Schmeiser";00:39:23;2017-07-17;2017;July;Monday;Tony Sindelar;Lisa Schmeiser;NA;“Wild Cards” and “Epilogue” (Justice League);Lisa Schmeiser joins Tony to discuss three “Justice” League episode (“Wild Cards” parts 1 and 2 and “Epilogue”), the Justice League in general, and our favorite versions of Batman.;The Incomparable
Batman University;8;"""Mad Love"" with James Thomson";00:49:55;2016-09-01;2016;September;Thursday;Tony Sindelar;James Thomson;NA;Batman: “Mad Love”;Tony and James discuss the episode “Mad Love.”;The Incomparable
Batman University;7;"""Perchance to Dream"" with Shannon Sudderth";00:36:52;2016-08-11;2016;August;Thursday;Tony Sindelar;Shannon Sudderth;NA;Batman: “Perchance to Dream”;Tony and Shannon discuss the episode “Perchance to Dream.”;The Incomparable
Batman University;6;"""Love is a Croc"" with Guy English";00:38:03;2016-08-04;2016;August;Thursday;Tony Sindelar;Guy English;NA;Batman: “Love is a Croc”;Tony and Guy discuss the episode “Love is a Croc.”;The Incomparable
Batman University;5;"""Shadow of the Bat"" with Aleen Simms";00:49:10;2016-07-28;2016;July;Thursday;Tony Sindelar;Aleen Simms;NA;Batman the Animated Series “Shadow of the Bat”;Tony and Aleen discuss the episode “Shadow of the Bat.”;The Incomparable
